settlement_code,settlement,year,rows
,יקנעם )מושבה(,2007,17
,יקנעם עילית,2007,205
,כדורי,2007,2
,כחל,2007,13
,כנרת )מושבה(,2007,14
,כפר ביאליק,2007,1
,כפר בלום,2007,9
,כפר ברוך,2007,2
,כפר גדעון,2007,5
,כפר גלים,2007,1
,כפר גליקסון,2007,1
,כפר הנשיא,2007,14
,כפר חיטים,2007,11
,כפר יהושע,2007,12
,כפר כמא,2007,6
,כפר כנא,2007,75
,כפר פינס,2007,3
,כפר קיש,2007,17
,כפר קרע,2007,36
,כפר שמאי,2007,13
,כפר תבור,2007,61
,כרכום,2007,2
,כרם בן זמרה,2007,6
,"כרם מהר""ל",2007,9
,לביא,2007,10
,לבנים,2007,9
,להבות הבשן,2007,4
,מ. א. מרום הגליל,2007,15
,מגאר,2007,40
,מגדים,2007,6
,מגדל,2007,42
,מזרע,2007,6
,מחניים,2007,1
,מטולה,2007,25
,מירון,2007,4
,מלכיה,2007,1
,מנחמיה,2007,22
,מסד,2007,5
,מעגן מיכאל,2007,3
,מעין ברוך,2007,8
,מצפה,2007,5
,מרגליות,2007,1
,מרחביה )מושב(,2007,3
,מרחביה )קיבוץ(,2007,27
,משהד,2007,11
,משמר הירדן,2007,12
,נאעורה,2007,2
,נהלל,2007,2
,נופית,2007,28
,ניין,2007,13
,סולם,2007,6
,עארה,2007,4
,עדי,2007,28
,עוזייר,2007,3
,עיילבון,2007,39
,עין איילה,2007,12
,עין הוד,2007,1
,עין העמק,2007,1
,עין זיתים,2007,2
,עין מאהל,2007,39
,עכברה,2007,4
,עלמה,2007,1
,עמיקם,2007,10
,עספיא,2007,107
,ערערה,2007,44
,עתלית,2007,184
,פוריה - כפר עבודה,2007,1
,פוריה - נווה עובד,2007,10
,פוריה עילית,2007,14
,פוריידיס,2007,10
,פרוד,2007,1
,ציפורי,2007,8
,צפת,2007,363
,צרופה,2007,8
,קדרים,2007,1
,קורנית,2007,3
,קיסריה,2007,125
,קריית טבעון,2007,248
,קריית שמונה,2007,244
,ראש פינה,2007,115
,רגבים,2007,3
,רומאנה,2007,2
,ריחאניה,2007,6
,ריינה,2007,105
,רכסים,2007,60
,רמות מנשה,2007,45
,רמת השופט,2007,1
,רמת ישי,2007,233
,רמת צבי,2007,4
,שאר ישוב,2007,12
,שבלי - אום אל-גנם,2007,4
,שדה אילן,2007,5
,שדה אליעזר,2007,9
,שדה יעקב,2007,16
,שדה נחמיה,2007,6
,שדות ים,2007,93
,שדמות דבורה,2007,5
,שמיר,2007,11
,שמשית,2007,7
,שניר,2007,1
,שער העמקים,2007,1
,שפר,2007,12
,שפרעם,2007,170
,שרונה,2007,4
,שריד,2007,6
,תל עדשים,2007,31
,תל קציר,2007,3
,תמרת,2007,9
,אבן יהודה,2007,237
,אודים,2007,8
,אומץ,2007,16
,אזור,2007,281
,אחיטוב,2007,11
,אחיסמך,2007,5
,אחיעזר,2007,1
,איבתאן,2007,3
,אליכין,2007,18
,אלישיב,2007,4
,אלישמע,2007,6
,אלעד,2007,611
,באקה אל-גרביה,2007,72
,בארותיים,2007,3
,בורגתה,2007,25
,בחן,2007,6
,ביר א סכה,2007,24
,בית אלעזרי,2007,12
,בית גמליאל,2007,2
,בית דגן,2007,71
,בית חירות,2007,1
,בית חלקיה,2007,99
,בית חנניה,2007,20
,בית חשמונאי,2007,12
,בית יהושע,2007,8
,בית ינאי,2007,21
,בית יצחק-שער חפר,2007,24
,בית נחמיה,2007,5
,בית עוזיאל,2007,2
,בית עמרא,2007,4
,בית עריף,2007,12
,ביתן אהרן,2007,7
,בן זכאי,2007,3
,בן שמן )מושב(,2007,7
,בני דרור,2007,7
,בני עטרות,2007,5
,בני ציון,2007,21
,בני ראם,2007,7
,בניה,2007,1
,בסמת טבעון,2007,4
,בצרה,2007,12
,בת חפר,2007,203
,ג'לג'וליה,2007,12
,ג'סר א-זרקא,2007,11
,ג'ת,2007,52
,גבעת ברנר,2007,99
,"גבעת ח""ן",2007,1
,גבעת חיים )איחוד(,2007,1
,"גבעת כ""ח",2007,6
,גבעת שמואל,2007,308
,גזר,2007,18
,גינתון,2007,10
,גליל ים,2007,7
,גמזו,2007,3
,גן השומרון,2007,17
,גן חיים,2007,11
,גן יאשיה,2007,10
,גן יבנה,2007,538
,גן שמואל,2007,1
,גנות,2007,3
,גנות הדר,2007,6
,גני הדר,2007,7
,גני יהודה,2007,18
,גני יוחנן,2007,4
,גני עם,2007,7
,גני תקווה,2007,168
,געש,2007,13
,גת רימון,2007,2
,הדר עם,2007,4
,המעפיל,2007,2
,העוגן,2007,1
,הרדוף,2007,1
,זיתן,2007,18
,זמר,2007,7
,ח'ואלד )שבט(,2007,6
,חבצלת השרון,2007,22
,חגור,2007,6
,חגלה,2007,1
,חופית,2007,7
,חיבת ציון,2007,2
,חירות,2007,2
,חלף,2007,2
,חמד,2007,1
,חניאל,2007,2
,חרב לאת,2007,33
,טייבה,2007,78
,טירה,2007,30
,טירת יהודה,2007,13
,טל שחר,2007,4
,יגל,2007,3
,יד בנימין,2007,145
,יד חנה,2007,71
,"יד רמב""ם",2007,3
,יהוד,2007,562
,ימא,2007,11
,יציץ,2007,2
,יקום,2007,2
,ירחיב,2007,23
,ירקונה,2007,4
,ישרש,2007,1
,כוכב יאיר,2007,128
,כעביה-טבאש-חג'אג'רה,2007,3
,כפר אביב,2007,6
,כפר אוריה,2007,1
,"כפר אז""ר",2007,22
,כפר בן נון,2007,6
,כפר ברא,2007,8
,כפר המכבי,2007,3
,כפר הס,2007,2
,"כפר הרא""ה",2007,15
,כפר ויתקין,2007,13
,"כפר חב""ד",2007,10
,כפר חיים,2007,1
,כפר טרומן,2007,5
,כפר ידידיה,2007,5
,כפר יונה,2007,660
,כפר יעבץ,2007,29
,כפר מונש,2007,8
,"כפר מל""ל",2007,5
,כפר מרדכי,2007,2
,כפר נטר,2007,9
,כפר קאסם,2007,101
,כפר רות,2007,1
,כפר שמואל,2007,7
,כפר שמריהו,2007,47
,כרמי יוסף,2007,13
,להבות חביבה,2007,1
,לפיד,2007,19
,מ. א. עמק לוד,2007,2
,מאור,2007,16
,מגל,2007,57
,מגשימים,2007,9
,מזור,2007,11
,מזכרת בתיה,2007,218
,מישר,2007,5
,מכבים-רעות,2007,69
,מכמורת,2007,7
,מענית,2007,3
,מעש,2007,13
,מצליח,2007,48
,מרגה,2007,18
,משגב דב,2007,5
,משמר איילון,2007,2
,משמר השבעה,2007,1
,משמר השרון,2007,1
,משמרות,2007,5
,משמרת,2007,4
,מתן,2007,15
,נווה אפרים,2007,15
,נווה ימין,2007,6
,נווה ירק,2007,8
,נווה מבטח,2007,3
,נוף איילון,2007,1
,נורדיה,2007,15
,נחלים,2007,4
,נטעים,2007,22
,ניצני עוז,2007,7
,ניר צבי,2007,8
,נירית,2007,4
,נצר סרני,2007,94
,סביון*,2007,83
,סתריה,2007,4
,עדנים,2007,16
,עולש,2007,13
,עזריאל,2007,2
,עין החורש,2007,2
,עין ורד,2007,9
,עין שמר,2007,4
,עין שריד,2007,34
,עינת,2007,5
,עשרת,2007,13
,פדיה,2007,12
,פורת,2007,6
,פלמחים,2007,3
,פרדסיה,2007,46
,פתחיה,2007,1
,צופית,2007,5
,צור יגאל,2007,73
,צור משה,2007,13
,צור נתן,2007,22
,צורן,2007,88
,צלפון,2007,3
,צפריה,2007,38
,קדימה-צורן,2007,229
,קדרון,2007,16
,קלנסווה,2007,27
,קריית מלאכי,2007,180
,קריית עקרון,2007,114
,רינתיה,2007,1
,רמות השבים,2007,42
,רמות מאיר,2007,4
,רמת אפעל,2007,32
,רמת הכובש,2007,1
,רשפון,2007,34
,שדה ורבורג,2007,25
,שדה יצחק,2007,7
,שדי חמד,2007,8
,שדמה,2007,5
,שוהם,2007,312
,שילת,2007,9
,שעלבים,2007,8
,שער אפרים,2007,24
,שפיים,2007,7
,תל יצחק,2007,13
,תל מונד,2007,178
,תלמי אלעזר,2007,3
,תנובות,2007,6
,אביגדור,2007,4
,אביחיל,2007,6
,אבן שמואל,2007,25
,אורה,2007,3
,אורות,2007,31
,אחווה,2007,1
,אמונים,2007,7
,אריאל,2007,1
,באר גנים,2007,2
,באר טוביה,2007,17
,ביצרון,2007,15
,בית חנן,2007,15
,בית עזרא,2007,2
,בית שקמה,2007,10
,בני דרום,2007,3
,"בני עי""ש",2007,83
,ברור חיל,2007,9
,ברורים,2007,2
,ברקת,2007,1
,גאליה,2007,2
,גבעולים,2007,5
,גבעתי,2007,4
,גיאה,2007,5
,גן הדרום,2007,2
,גן שורק,2007,5
,גן שלמה,2007,11
,ורדון,2007,2
,זבדיאל,2007,1
,זיקים,2007,9
,זרחיה,2007,3
,חלץ,2007,5
,חצב,2007,6
,יבול,2007,2
,יד נתן,2007,8
,ינון,2007,4
,יסודות,2007,7
,כוכב מיכאל,2007,1
,כפר אהרון,2007,2
,כפר אחים,2007,10
,"כפר ביל""ו",2007,6
,כפר גבירול,2007,3
,כפר דניאל,2007,30
,כפר ורבורג,2007,1
,כפר מימון,2007,2
,כפר מנחם,2007,81
,כפר סירקין,2007,2
,לכיש,2007,3
,מ. א. באר טוביה,2007,6
,מ. א. ברנר,2007,2
,מ. א. גן רוה,2007,7
,מבקיעים,2007,167
,מלילות,2007,3
,מרכז שפירא,2007,10
,נגבה,2007,1
,נהורה,2007,18
,נוגה,2007,11
,נופך,2007,1
,נחל עוז,2007,1
,נחלת יהודה,2007,40
,ניצן,2007,25
,ניצנים,2007,3
,ניר בנים,2007,7
,ניר גלים,2007,13
,"ניר ח""ן",2007,1
,ניר ישראל,2007,2
,ניר עקיבא,2007,5
,נס הרים,2007,3
,נען,2007,2
,סעד,2007,8
,עזר,2007,7
,עזריה,2007,2
,עזריקם,2007,4
,עין צורים,2007,1
,ערוגות,2007,5
,קרית חיים,2007,419
,רבדים,2007,1
,שדה עוזיהו,2007,3
,שחר,2007,6
,שפיר,2007,8
,שקף,2007,9
,שתולים,2007,13
,תושיה,2007,2
,תימורים,2007,11
,תל יוסף,2007,4
,תלמי יחיאל,2007,17
,תלמי יפה,2007,2
,תלמי מנשה,2007,5
,תלמים,2007,2
,,2008,32
,*מגדל תפן*,2008,3
,*צוקים*,2008,1
,אבו ג'ווייעד )שבט(,2008,24
,אבו גוש,2008,14
,אבו סנאן,2008,91
,אבטליון,2008,10
,אביטל,2008,1
,אביעזר,2008,13
,אבן מנחם,2008,5
,אדורה,2008,2
,אדירים,2008,4
,אדמית,2008,3
,אדרת,2008,13
,אום אל-פחם,2008,220
,אומן,2008,12
,אורה,2008,8
,אחוזת ברק,2008,8
,אחיהוד,2008,1
,אילון,2008,2
,ארבל,2008,27
,אשבול,2008,7
,אשחר,2008,11
,אשלים,2008,3
,אשרת,2008,3
,אשתאול,2008,7
,באר אורה,2008,39
,בוסתן הגליל,2008,177
,בטחה,2008,4
,ביכורה,2008,1
,ביר הדאג',2008,1
,בית אלפא,2008,1
,בית ג'ן,2008,50
,בית השיטה,2008,12
,בית זית,2008,3
,בית יוסף,2008,5
,בית מאיר,2008,6
,בית ניר,2008,20
,בית נקופה,2008,3
,בית שאן,2008,169
,ביתר עילית,2008,15
,בן עמי,2008,3
,בני יהודה,2008,3
,"בסמ""ה",2008,2
,בענה,2008,38
,בר גיורא,2008,2
,ברוש,2008,20
,ברק,2008,4
,ג'דיידה-מכר,2008,43
,ג'ולס,2008,29
,גבעת אלה,2008,33
,גבעת יערים,2008,52
,גבעת ישעיהו,2008,6
,גדיידה,2008,8
,גדעונה,2008,14
,גורנות הגליל,2008,1
,גילון,2008,3
,גילת,2008,19
,גיתה,2008,6
,גן נר,2008,21
,גן שמואל,2008,1
,גפן,2008,3
,גשור,2008,2
,גשר הזיו,2008,2
,גת בגליל,2008,52
,דבורה,2008,3
,דברת,2008,3
,דייר אל-אסד,2008,27
,דייר חנא,2008,38
,הילה,2008,5
,הררית,2008,4
,זכריה,2008,4
,זלפה,2008,14
,זנוח,2008,38
,זרועה,2008,4
,חבר,2008,7
,חד-נס,2008,8
,חוסן,2008,25
,חופית,2008,4
,חורה,2008,2
,חורפיש,2008,21
,חלוץ,2008,10
,חניתה,2008,3
,חנתון,2008,24
,חספין,2008,7
,חצבה,2008,1
,חריש,2008,40
,חרשים,2008,2
,טל-אל,2008,6
,טמרה,2008,66
,יאנוח,2008,20
,יאנוח-ג'ת,2008,1
,יובלים,2008,27
,יונתן,2008,1
,יושיביה,2008,3
,יזרעאל,2008,5
,יסעור,2008,77
,יעד,2008,4
,יערה,2008,11
,ירדנה,2008,2
,ירוחם,2008,94
,ירכא,2008,59
,ישע,2008,1
,כאבול,2008,23
,כאוכב אבו אל-היג'א,2008,29
,כברי,2008,1
,כיסרא,2008,4
,כמון,2008,15
,כסרא-סמיע,2008,15
,כפר אוריה,2008,1
,כפר אל עוברה,2008,1
,כפר החורש,2008,28
,"כפר הרי""ף",2008,15
,כפר ורדים,2008,69
,כפר חנניה,2008,13
,כפר יאסיף,2008,58
,כפר יחזקאל,2008,9
,כפר מנדא,2008,94
,כפר מצר,2008,1
,כפר סמיע,2008,14
,כפר ראש הנקרה,2008,14
,כפר רופין,2008,5
,כרמל,2008,1
,לבון,2008,6
,להב,2008,2
,להבים,2008,102
,לוזית,2008,18
,לוטם,2008,7
,ליבנה,2008,3
,לפידות,2008,2
,מ. א. בקעת בית שאן,2008,3
,מ. א. הגליל העליון,2008,4
,מ. א. מטה יהודה,2008,57
,מ. א. משגב,2008,14
,מבוא ביתר,2008,60
,מבועים,2008,9
,מבשרת ציון,2008,223
,מג`ד אל-כרום,2008,72
,מגדל העמק,2008,322
,מגידו,2008,5
,מגן שאול,2008,2
,מדרשת בן גוריון,2008,1
,מולדת,2008,12
,מועאוויה,2008,12
,מוקייבלה,2008,48
,מורן,2008,24
,מושיירפה,2008,2
,מזרעה,2008,2
,מחנה גבעת חנניה,2008,4
,מחסיה,2008,2
,מטע,2008,3
,מי עמי,2008,20
,מיטב,2008,4
,מירב,2008,4
,מירון,2008,20
,מיתר,2008,39
,מכמנים,2008,10
,מכר,2008,24
,מלאה,2008,2
,מלילות,2008,2
,מנוחה,2008,22
,מנוף,2008,1
,מנות,2008,2
,מסילת ציון,2008,4
,מעגלים,2008,3
,מעונה,2008,8
,מעיליא,2008,97
,מעלה גלבוע,2008,2
,מעלה גמלא,2008,2
,מעלה עירון,2008,1
,מעלות-תרשיחא,2008,180
,מצובה,2008,206
,"מצפה אבי""ב",2008,5
,מצפה רמון,2008,98
,מרום גולן,2008,1
,משגב,2008,7
,משמר הנגב,2008,20
,משמר העמק,2008,30
,נאות גולן,2008,1
,נאות הכיכר,2008,1
,נגבה,2008,6
,נוב,2008,5
,נווה זוהר,2008,4
,נווה מיכאל,2008,8
,נחושה,2008,142
,נחלה,2008,7
,נחם,2008,5
,נחף,2008,64
,ניר דוד )תל עמל(,2008,11
,ניר יפה,2008,6
,ניר משה,2008,3
,נצרת,2008,269
,"נתיב הל""ה",2008,1
,נתיב השיירה,2008,3
,סאג'ור,2008,29
,סאלם,2008,1
,סגולה,2008,6
,סח'נין,2008,158
,סלמה,2008,16
,סמר,2008,1
,סער,2008,2
,ספיר,2008,14
,עבדון,2008,3
,עומר,2008,149
,עידן,2008,2
,עין איברהים,2008,19
,עין המפרץ,2008,10
,עין יהב,2008,5
,עין יעקב,2008,12
,"עין כרם-בי""ס חקלאי",2008,2
,עין נקובא,2008,5
,עמינדב,2008,2
,עצמון שגב,2008,34
,עראבה,2008,72
,עראמשה,2008,1
,ערערה-בנגב,2008,1
,פארן,2008,3
,פטיש,2008,23
,פסוטה,2008,74
,"פעמי תש""ז",2008,5
,פקיעין )בוקייעה(,2008,15
,פרזון,2008,2
,צביה,2008,4
,צהל,2008,6
,צובה,2008,1
,צוחר,2008,1
,צופר,2008,4
,צוקים,2008,2
,צור הדסה,2008,77
,צורית,2008,12
,צנדלה,2008,6
,קדמת צבי,2008,2
,קלחים,2008,25
,קציר,2008,16
,קצרין,2008,91
,קריית יערים,2008,64
,קריית ענבים,2008,2
,קרית יערים)מוסד(,2008,4
,ראמה,2008,41
,רגבה,2008,8
,רהט,2008,37
,רוויה,2008,3
,רם-און,2008,14
,רמת חובב,2008,2
,רמת רזיאל,2008,5
,רמת רחל,2008,3
,רנן,2008,3
,רקפת,2008,5
,שבי ציון,2008,14
,שגב-שלום,2008,15
,שדה אליהו,2008,1
,שדה בוקר,2008,21
,שדה דוד,2008,9
,שדה משה,2008,9
,שדה צבי,2008,6
,שדי תרומות,2008,1
,שואבה,2008,4
,שומרה,2008,8
,שורש,2008,16
,שורשים,2008,7
,שזור,2008,1
,שייח' דנון,2008,8
,שכניה,2008,5
,שלומי,2008,82
,שמרת,2008,1
,שמשית,2008,13
,שעב,2008,11
,שריגים )לי-און(,2008,6
,שרשרת,2008,6
,תאשור,2008,2
,תדהר,2008,5
,תובל,2008,3
,תל תאומים,2008,1
,"תלמי ביל""ו",2008,6
,תרום,2008,6
,אביאל,2008,7
,אום אל-גנם,2008,7
,אור עקיבא,2008,172
,אושה,2008,2
,איילת השחר,2008,11
,אילניה,2008,69
,אכסאל,2008,55
,אלומות,2008,2
,אלוני אבא,2008,11
,אליפלט,2008,1
,אליקים,2008,9
,אמירים,2008,1
,אעבלין,2008,165
,אפיקים,2008,1
,אפק,2008,2
,אשדות יעקב )איחוד(,2008,8
,בועיינה-נוג'ידאת,2008,3
,ביר אל-מכסור,2008,13
,ביריה,2008,13
,בית אורן,2008,1
,בית זרע,2008,1
,בית לחם הגלילית,2008,4
,בית קשת,2008,18
,בית רימון,2008,1
,בית שערים,2008,5
,בלפוריה,2008,9
,בנימינה-גבעת עדה,2008,172
,בסמת טבעון,2008,20
,ברקאי,2008,2
,בת שלמה,2008,6
,ג'ש )גוש חלב(,2008,36
,גבע כרמל,2008,9
,גבעת אבני,2008,18
,"גבעת ניל""י",2008,5
,גבעת עדה,2008,81
,גונן,2008,2
,גיניגר,2008,2
,דאלית אל-כרמל,2008,200
,דבוריה,2008,27
,דגניה ב',2008,19
,"דוב""ב",2008,1
,דור,2008,2
,דחי,2008,3
,דישון,2008,2
,דלתון,2008,2
,דפנה,2008,2
,הבונים,2008,8
,הזורעים,2008,2
,היוגב,2008,1
,הסוללים,2008,1
,הרדוף,2008,2
,זובידאת )שבט(,2008,11
,זכרון יעקב,2008,458
,זרזיר,2008,22
,חג'אג'רה*,2008,1
,חוקוק,2008,9
,חזון,2008,4
,חצור הגלילית,2008,79
,חרוצים,2008,23
,טובא-זנגריה,2008,11
,טורעאן,2008,85
,טירת כרמל,2008,234
,טפחות,2008,4
,יבנאל,2008,60
,יגור,2008,1
,יסוד המעלה,2008,29
,יפיע,2008,65
,יפתח,2008,2
,יקנעם )מושבה(,2008,12
,יקנעם עילית,2008,285
,כדורי,2008,1
,כורזים,2008,2
,כחל,2008,4
,כנרת )מושבה(,2008,27
,כפר ביאליק,2008,6
,כפר ברוך,2008,15
,כפר גליקסון,2008,3
,כפר הנשיא,2008,3
,כפר זיתים,2008,2
,כפר חיטים,2008,13
,כפר חסידים א',2008,2
,כפר יהושע,2008,9
,כפר כמא,2008,5
,כפר כנא,2008,95
,כפר פינס,2008,14
,כפר קיש,2008,8
,כפר קרע,2008,27
,כפר שמאי,2008,15
,כפר תבור,2008,82
,כרכום,2008,2
,כרם בן זמרה,2008,1
,"כרם מהר""ל",2008,4
,לביא,2008,8
,לבנים,2008,8
,להבות הבשן,2008,2
,מ. א. הגליל התחתון,2008,4
,מ. א. מרום הגליל,2008,4
,מגאר,2008,39
,מגדים,2008,8
,מגדל,2008,58
,מדרך עוז,2008,16
,מורשת,2008,3
,מחניים,2008,2
,מטולה,2008,28
,מכמורת,2008,2
,מלכיה,2008,1
,מנחמיה,2008,13
,מסד,2008,5
,מעין ברוך,2008,24
,מצפה,2008,3
,מצפה נטופה,2008,1
,מרגליות,2008,1
,מרחביה )מושב(,2008,32
,מרחביה )קיבוץ(,2008,30
,משהד,2008,33
,משמר הירדן,2008,2
,נאעורה,2008,13
,נהלל,2008,4
,נופית,2008,20
,ניין,2008,14
,סולם,2008,19
,עארה,2008,2
,עדי,2008,17
,עוזייר,2008,1
,עופר,2008,1
,עיילבון,2008,38
,עילוט,2008,53
,עין איילה,2008,4
,עין דור,2008,17
,עין הוד,2008,4
,עין העמק,2008,1
,עין זיתים,2008,2
,עין חוד,2008,1
,עין כרמל,2008,1
,עין מאהל,2008,45
,עין עירון,2008,4
,עלמה,2008,2
,עמיקם,2008,5
,עספיא,2008,133
,ערערה,2008,48
,עתלית,2008,181
,פוריה - כפר עבודה,2008,3
,פוריה - נווה עובד,2008,15
,פוריה עילית,2008,15
,פוריידיס,2008,15
,ציפורי,2008,4
,צמח,2008,1
,צפת,2008,483
,צרופה,2008,8
,קדרים,2008,5
,קורנית,2008,3
,קיסריה,2008,86
,קריית טבעון,2008,284
,קריית שמונה,2008,266
,קרית חיים,2008,516
,ראש פינה,2008,53
,רגבים,2008,7
,רומאנה,2008,1
,ריחאניה,2008,1
,ריינה,2008,98
,רכסים,2008,78
,רמות מנשה,2008,11
,רמות נפתלי,2008,2
,רמת דוד,2008,3
,רמת ישי,2008,253
,רמת צבי,2008,13
,שאר ישוב,2008,6
,שבלי - אום אל-גנם,2008,4
,שדה אילן,2008,2
,שדה אליעזר,2008,9
,שדה יעקב,2008,15
,שדה נחמיה,2008,2
,שדות ים,2008,70
,שדמות דבורה,2008,2
,שמיר,2008,3
,שניר,2008,8
,שער הגולן,2008,1
,שער העמקים,2008,3
,שפר,2008,19
,שפרעם,2008,151
,שרונה,2008,4
,שריד,2008,46
,תל עדשים,2008,34
,תל קציר,2008,6
,תמרת,2008,3
,אביחיל,2008,6
,אבן יהודה,2008,226
,אודים,2008,2
